FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,LATNUM,LONGNUM
10526,BAN,2,,4,1,2,2,1,1,1,0,0.545454545,1,0,,,1,0,,2,,23.006485,91.20263
10527,BAN,2,,5,1,2,2,1,1,1,0,0.545454545,0,0,,,1,0,,2,,23.037937,91.248362
10528,BAN,2,,6,1,2,2,1,1,1,0,,0,0,,,1,0,,2,,23.041448,91.20348
10529,BAN,2,,2,1,1,1,1,1,0,0,0.454545455,0,1,,,1,1,29,33,418,23.002448,91.095653
10530,BAN,2,,4,1,2,2,1,1,1,0,0.181818182,0,0,,,1,0,,2,,22.988748,91.132923
10531,BAN,2,,4,1,2,2,1,0,0,0,0.454545455,0,0,,,1,0,,2,,23.02717,91.022085
10532,BAN,2,,6,1,2,2,1,1,0,0,,0,0,,,1,0,,1,,22.998465,91.015457
10533,BAN,2,,6,1,2,2,1,1,0,0,,0,0,,,1,0,,1,,23.024923,91.150628
10534,BAN,2,,6,1,2,2,1,1,1,0,0.454545455,1,0,,,1,0,,2,,23.0377,91.101947
10535,BAN,2,,8,1,2,2,1,1,1,0,0.363636364,0,0,,,1,0,,2,,22.993082,91.189625
10536,BAN,2,,10,4,2,2,2,1,1,0,0.636363636,1,1,,,1,1,10,12,70,23.03965,91.096797
10537,BAN,2,,2,1,2,1,1,1,1,0,0.363636364,0,1,,,1,1,50,39,334,22.651358,91.109903
10538,BAN,2,,5,1,2,2,1,1,1,0,0.636363636,1,1,,,0,1,2,1,21,22.64437,91.234265
10539,BAN,2,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,3,,22.621998,91.136942
10540,BAN,2,,1,1,1,1,1,1,1,0,0.545454545,0,1,,,1,1,210,160,3927,22.872527,91.08835
10541,BAN,2,,3,1,1,2,1,0,0,1,0.363636364,0,0,,,1,1,998,2,2,22.861695,91.100547
10542,BAN,2,,4,1,2,2,1,1,0,0,0.181818182,0,0,,,1,0,,3,,22.858292,91.12051
10543,BAN,2,,4,1,2,2,1,1,1,0,0.363636364,0,0,,,1,0,,2,,22.849017,90.980202
10544,BAN,2,,4,1,2,2,1,0,0,1,0.181818182,0,0,,,1,0,,2,,22.866785,91.15158
10545,BAN,2,,5,1,2,2,1,1,1,0,0.454545455,0,1,,,0,0,,2,,22.831753,91.066863
10546,BAN,2,,5,1,2,2,1,0,1,0,,0,1,,,0,0,,2,,22.79677,91.015913
10547,BAN,2,,6,1,2,2,1,0,1,0,,0,1,,,0,0,,3,,22.833732,91.022897
10548,BAN,2,,6,1,2,2,1,0,1,0,0.727272727,1,1,,,0,0,,3,,22.834333,91.1001
10549,BAN,2,,10,4,2,2,2,0,1,1,0.909090909,1,1,,,1,1,88,205,1135,22.87138,91.091638
10550,BAN,2,,10,4,2,2,2,1,1,0,0.636363636,1,1,,,1,1,20,69,394,22.871403,91.089557
10551,BAN,2,,10,4,1,2,2,1,1,0,0.727272727,1,1,,,1,1,36,49,191,22.871988,91.090002
10552,BAN,2,,10,4,1,2,2,1,1,0,0.727272727,1,1,,,1,1,30,68,220,22.871438,91.093383
10553,BAN,2,,10,4,1,2,2,1,1,0,0.727272727,1,1,,,1,1,21,73,87,22.879902,91.096427
10554,BAN,2,,10,4,1,2,2,0,1,0,0.636363636,1,0,,,1,1,20,49,104,22.877832,91.096688
10555,BAN,2,,10,4,1,2,2,1,0,0,0.090909091,0,0,,,1,1,20,79,185,22.872012,91.087865
10556,BAN,2,,10,4,1,2,2,1,1,0,0.363636364,0,1,,,1,1,18,35,9998,22.875215,91.096878
10557,BAN,2,,10,4,1,2,2,1,1,0,0.636363636,1,0,,,1,1,20,20,129,22.871385,91.093945
10558,BAN,2,,3,1,2,2,1,1,0,0,0.272727273,0,0,,,0,0,0,2,,23.20725,92.18902
10559,BAN,2,,8,1,2,2,1,0,1,0,0.272727273,0,1,,,1,0,,3,,23.183722,92.201383
10560,BAN,2,,6,1,2,2,1,1,0,0,0.363636364,0,0,,,0,0,,2,,22.77373,92.24934
10561,BAN,2,,2,1,2,1,1,0,1,1,0.454545455,0,1,,,1,1,8,26,38,22.669372,92.381837
10562,BAN,2,,4,1,2,2,1,0,1,0,0.454545455,0,1,,,0,0,2,3,,22.66969,92.34507
10563,BAN,2,,8,1,2,2,1,0,1,0,0.272727273,0,1,,,1,0,,3,,22.983157,92.255043
10564,BAN,2,,1,1,1,1,1,0,1,0,0.727272727,0,1,,,1,1,90,96,1076,22.657878,92.16904
10565,BAN,2,,3,1,1,2,1,0,1,0,0.363636364,0,0,,,1,1,0,6,71,22.645075,92.192707
10566,BAN,2,,4,1,2,2,1,0,1,0,0.272727273,0,0,,,1,0,0,4,,22.676487,92.255447
10567,BAN,2,,6,1,2,2,1,1,0,0,0.181818182,0,1,,,1,1,0,3,307,23.514125,90.86793
10568,BAN,2,,6,1,2,2,1,1,1,0,0.545454545,1,1,,,0,0,,3,,23.578257,90.832997
10569,BAN,3,,10,4,1,2,2,,,,,,,,,,,,,,23.775942,90.365872
10570,BAN,3,,10,4,1,2,2,0,0,0,0.272727273,0,1,,,1,1,20,44,16,23.715997,90.393805
10571,BAN,3,,6,1,2,2,1,1,1,0,0.454545455,0,1,,,0,0,,4,,23.8776,90.13725
10572,BAN,3,,8,1,2,2,1,0,1,0,0.363636364,0,1,,,1,0,,3,,23.949408,90.20077
10573,BAN,3,,9,3,2,2,2,0,1,0,0.363636364,0,1,,,1,0,,10,,24.012617,90.079052
10574,BAN,3,,10,4,1,2,2,0,1,0,0.545454545,1,0,,,1,1,230,631,1740,23.751185,90.368992
10575,BAN,3,,10,4,1,2,2,1,1,1,0.636363636,1,0,,,1,1,30,7,95,23.753987,90.375738
10576,BAN,3,,10,4,1,2,2,1,1,1,0.818181818,1,0,,,1,1,24,55,90,23.755865,90.374782
10577,BAN,3,,5,1,2,2,1,1,1,0,0.363636364,0,0,,,1,0,,2,,23.537893,90.174447
10578,BAN,3,,8,1,2,2,1,1,1,0,0.363636364,0,1,,,0,0,,3,,23.555255,90.15716
10579,BAN,3,,10,4,1,2,2,,,,,,,,,,,,,,23.753782,90.441337
10580,BAN,3,,9,2,1,2,1,1,1,1,0.909090909,0,0,,,1,0,,11,,23.790097,90.384475
10581,BAN,3,,10,4,1,2,2,0,1,0,0.636363636,1,0,,,1,1,20,115,250,23.750222,90.37918
10582,BAN,3,,2,1,2,1,1,1,0,1,0.545454545,0,1,,,1,1,20,40,229,23.706258,90.34739
10583,BAN,3,,4,1,2,2,1,1,0,0,0.363636364,0,1,,,1,0,0,1,,23.673287,90.439872
10584,BAN,3,,10,4,1,2,2,1,1,0,0.636363636,1,1,,,0,1,50,151,295,23.713328,90.401227
10585,BAN,3,,10,4,1,2,2,,,,,,,,,,,,,,23.810285,90.376875
10586,BAN,3,,9,2,1,2,1,1,1,0,0.727272727,1,0,,,0,0,,10,,23.748675,90.363965
10587,BAN,3,,10,4,1,2,2,,,,,,,,,,,,,,23.771542,90.3657
10588,BAN,3,,8,1,2,2,1,0,1,0,0.181818182,0,1,,,0,0,,3,,23.663865,90.03723
10589,BAN,3,,9,3,1,2,2,1,1,1,0.909090909,1,0,,,1,0,,5,,23.821422,90.372147
10590,BAN,3,,10,4,1,2,2,,,,,,,,,,,,,,23.815585,90.355725
10591,BAN,3,,2,1,1,1,1,1,0,0,0.454545455,0,1,,,1,1,44,100,1490,23.838852,90.247518
10592,BAN,3,,5,1,2,2,1,1,1,0,0.545454545,1,1,,,0,0,,5,,23.794308,90.335892
10593,BAN,3,,8,1,2,2,1,,1,1,,0,0,,,0,0,,3,,24.008625,90.223503
10594,BAN,3,,10,4,1,2,2,,,,,,,,,,,,,,23.91417,90.257615
10595,BAN,3,,10,4,1,2,2,0,0,0,0.454545455,0,1,,,0,1,20,37,35,23.69102,90.429583
10596,BAN,3,,10,4,1,2,2,1,1,1,0.727272727,1,1,,,1,1,96,322,1213,23.867408,90.397353
10597,BAN,3,,9,2,1,2,1,1,1,1,0.818181818,1,0,,,1,1,0,21,182,23.731563,90.429762
10598,BAN,3,,9,2,1,2,1,0,1,0,0.454545455,0,1,,,1,0,,7,,23.716645,90.399243
10599,BAN,3,,4,1,2,2,1,1,1,0,0.454545455,1,0,,,0,0,,2,,23.230565,89.709988
10600,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,1,,23.323247,90.087957
10601,BAN,3,,3,1,2,2,1,0,1,0,0.727272727,1,0,,,1,1,0,2,6,23.496797,89.6977
10602,BAN,3,,6,1,2,2,1,1,1,0,,0,0,,,0,0,,1,,23.423322,89.623067
10603,BAN,3,,8,1,2,2,1,1,1,0,,0,0,,,0,0,,3,,23.575437,89.950882
10604,BAN,3,,1,1,1,1,1,1,1,0,0.454545455,0,1,,,1,1,88,100,1592,23.60595,89.838328
10605,BAN,3,,3,1,1,2,1,1,1,0,0.727272727,1,0,,,0,1,0,4,47,23.60334,89.839338
10606,BAN,3,,4,1,2,2,1,0,1,0,0.545454545,0,0,,,0,0,,2,,23.545398,89.859525
10607,BAN,3,,10,4,1,2,2,0,1,0,0.636363636,1,0,,,1,1,20,48,262,23.603602,89.832047
10608,BAN,3,,2,1,2,1,1,1,1,0,0.545454545,1,1,,,0,1,27,39,574,23.543415,89.62905
10609,BAN,3,,8,1,2,2,1,1,0,0,,0,0,,,0,0,,3,,23.5083,89.681813
10610,BAN,3,,4,1,2,2,1,,0,0,,0,0,,,0,0,,2,,23.370553,89.866443
10611,BAN,3,,6,1,2,2,1,1,1,0,,0,0,,,0,0,,2,,23.57281,89.700725
10612,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,1,0,,2,,23.4599,89.87406
10613,BAN,3,,6,1,2,2,1,1,1,0,,0,0,,,1,0,,2,,23.470332,90.07347
10614,BAN,3,,1,1,1,1,1,1,1,0,0.454545455,0,1,,,1,1,152,206,1327,23.991773,90.424548
10615,BAN,3,,4,1,2,2,1,0,0,0,0.454545455,0,0,,,0,0,,4,,0,0
10616,BAN,3,,8,1,2,2,1,1,1,1,,0,0,,,0,0,,3,,23.93038,90.474817
10617,BAN,3,,9,2,1,2,1,1,1,0,0.636363636,0,0,,,0,0,,7,,0,0
10618,BAN,3,,9,3,1,2,2,1,1,0,0.818181818,1,0,,,1,1,10,8,2,23.884427,90.396522
10619,BAN,3,,10,4,1,2,2,1,1,0,0.636363636,1,1,,,0,1,10,58,60,23.95563,90.381318
10620,BAN,3,,11,2,1,2,1,0,1,1,0.818181818,1,0,,,0,1,20,18,80,23.996108,90.415095
10621,BAN,3,,2,1,1,1,1,1,1,1,0.727272727,1,1,,,1,1,31,65,18,24.067188,90.209432
10622,BAN,3,,6,1,2,2,1,1,1,1,0.454545455,0,0,,,0,0,,3,,24.021557,90.288973
10623,BAN,3,,5,1,2,2,1,1,1,0,0.454545455,1,0,,,0,1,2,3,9998,0,0
10624,BAN,3,,8,1,2,2,1,1,1,0,0.272727273,0,1,,,0,0,,2,,23.986595,90.56394
10625,BAN,3,,6,1,2,2,1,1,1,0,0.272727273,0,0,,,0,0,,3,,24.054065,90.543782
10626,BAN,3,,8,1,2,2,1,1,1,0,0.363636364,0,0,,,0,0,,3,,24.106562,90.69443
10627,BAN,3,,4,1,2,2,1,0,1,0,,0,1,,,0,0,,5,,24.18309,90.538263
10628,BAN,3,,8,1,2,2,1,0,0,0,,0,0,,,0,0,,3,,24.222702,90.452542
10629,BAN,3,,10,4,1,2,2,1,1,0,0.727272727,1,1,,,0,1,5,50,20,24.220018,90.41278
10630,BAN,3,,11,3,2,2,2,0,0,0,0.545454545,0,0,,,1,1,8,23,45,24.246553,90.4618
10631,BAN,3,,1,1,1,1,1,1,1,0,0.454545455,0,1,,,1,1,214,135,3254,22.998755,89.818417
10632,BAN,3,,3,1,1,2,1,1,1,0,0.363636364,0,0,,,0,1,1,3,4,22.999655,89.818793
10633,BAN,3,,4,1,2,2,1,1,1,0,0.363636364,0,0,,,0,0,,2,,23.133507,89.916523
10634,BAN,3,,6,1,2,2,1,0,1,0,,0,0,,,0,0,,4,,23.192147,89.857373
10635,BAN,3,,8,1,2,2,1,0,0,0,,0,0,,,0,0,,2,,23.102022,89.819153
10636,BAN,3,,4,1,2,2,1,,,,,,,,,,,,,,22.96271,89.9723
10637,BAN,3,,8,1,2,2,1,1,1,0,,0,0,,,0,0,,3,,22.969062,89.943495
10638,BAN,3,,4,1,2,2,1,1,1,0,0.363636364,0,0,,,0,0,,1,,23.252795,89.988077
10639,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,1,,23.271217,89.938733
10640,BAN,3,,2,1,1,1,1,0,1,0,0.181818182,0,1,,,1,1,20,31,56,22.894417,89.890365
10641,BAN,3,,6,1,2,2,1,,,,,,,,,,,,,,22.907825,89.896338
10642,BAN,3,,5,1,2,2,1,1,1,0,0.545454545,1,0,,,1,0,,2,,24.240075,90.848597
10643,BAN,3,,8,1,2,2,1,1,1,0,,0,0,,,1,0,,3,,24.242988,90.94116
10644,BAN,3,,2,1,2,1,1,0,1,1,0.818181818,1,1,,,1,1,998,33,187,24.528042,91.094398
10645,BAN,3,,8,1,2,2,1,,,,,,,,,,,,,,24.506445,90.98764
10646,BAN,3,,4,1,2,2,1,0,0,0,0.181818182,0,0,,,0,0,,7,,24.445103,90.853022
10647,BAN,3,,5,1,2,2,1,0,1,0,0.181818182,0,0,,,1,0,,6,,24.221738,90.806472
10648,BAN,3,,8,1,2,2,1,1,1,0,0.272727273,0,0,,,1,0,,3,,24.26746,90.785118
10649,BAN,3,,1,1,1,1,1,1,1,0,0.454545455,0,1,,,1,1,250,160,6043,24.442907,90.776525
10650,BAN,3,,3,1,1,2,1,0,1,0,0.727272727,1,0,,,1,1,0,4,0,24.443362,90.777187
10651,BAN,3,,8,1,2,2,1,0,1,0,0.272727273,0,0,,,0,0,,3,,24.364655,90.803253
10652,BAN,3,,10,4,1,2,2,1,1,0,0.727272727,1,1,,,1,1,15,9,193,24.438107,90.780863
10653,BAN,3,,2,1,1,1,1,1,0,0,0.272727273,0,1,,,1,1,25,41,229,24.157252,90.928843
10654,BAN,3,,4,1,2,2,1,0,1,0,,0,0,,,1,0,,7,,24.35194,90.944813
10655,BAN,3,,8,1,2,2,1,0,1,0,,0,0,,,1,0,,3,,24.386337,90.938012
10656,BAN,3,,8,1,2,2,1,0,1,0,0.272727273,0,1,,,1,0,,3,,24.531337,90.807692
10657,BAN,3,,4,1,2,2,1,0,0,0,0,0,0,,,0,0,,1,,23.092202,90.170225
10658,BAN,3,,5,1,2,2,1,0,1,0,0.272727273,0,0,,,0,0,,1,,23.085688,90.12865
10659,BAN,3,,1,1,1,1,1,1,1,0,0.545454545,0,1,,,1,1,76,120,2150,23.165237,90.211247
10660,BAN,3,,3,1,1,2,1,1,1,0,0.363636364,0,0,,,0,1,1,5,73,23.165758,90.212397
10661,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,2,,23.21043,90.177695
10662,BAN,3,,6,1,2,2,1,1,1,0,0.454545455,0,0,,,0,0,,2,,23.175075,90.083582
10663,BAN,3,,2,1,1,1,1,1,1,0,0.363636364,0,1,,,1,1,43,38,437,23.342937,90.170095
10664,BAN,3,,4,1,2,2,1,0,1,0,0.090909091,0,0,,,0,0,,2,,23.360475,90.199855
10665,BAN,3,,5,1,2,2,1,0,1,0,0.272727273,0,0,,,0,0,,2,,23.280337,90.173533
10666,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,2,,23.352463,90.180605
10667,BAN,3,,3,1,2,2,1,1,1,0,,0,1,,,0,0,,2,,23.228857,90.056348
10668,BAN,3,,2,1,2,1,1,1,1,0,0.454545455,1,1,,,1,1,25,35,200,23.89064,89.87721
10669,BAN,3,,4,1,2,2,1,1,1,0,0.454545455,0,1,,,0,0,,3,,23.861752,89.936458
10670,BAN,3,,8,1,2,2,1,1,0,0,,0,1,,,1,0,,3,,23.89178,89.840623
10671,BAN,3,,4,1,2,2,1,1,1,0,0.272727273,0,0,,,0,0,,1,,23.74615,89.926035
10672,BAN,3,,1,1,1,1,1,1,1,0,0.727272727,0,1,,,1,1,200,123,3500,23.86922,90.000188
10673,BAN,3,,3,1,1,2,1,0,1,1,0.818181818,1,0,,,0,1,0,5,9998,23.858585,90.005318
10674,BAN,3,,6,1,2,2,1,,0,0,,0,0,,,0,0,,3,,23.831833,90.032425
10675,BAN,3,,8,1,2,2,1,1,1,1,,0,0,,,0,0,,3,,23.793895,90.025593
10676,BAN,3,,6,1,2,2,1,1,1,0,0.363636364,0,1,,,0,0,,3,,24.009185,89.97412
10677,BAN,3,,3,1,2,2,1,1,0,0,,0,1,,,0,0,,2,,23.761663,89.865073
10678,BAN,3,,4,1,2,2,1,1,1,0,0.545454545,0,1,,,0,0,,2,,23.837623,89.789217
10679,BAN,3,,5,1,2,2,1,1,1,0,0.272727273,0,1,,,0,0,,2,,23.794482,89.814452
10680,BAN,3,,6,1,2,2,1,1,1,0,0.454545455,0,0,,,0,0,,4,,23.81481,90.09599
10681,BAN,3,,8,1,2,2,1,1,1,0,0.181818182,0,1,,,0,0,,3,,23.789922,90.167153
10682,BAN,3,,9,3,2,2,2,1,1,0,0.727272727,1,0,,,0,0,,9,,23.76578,90.1641
10683,BAN,3,,2,1,2,1,1,1,0,0,0.545454545,0,1,,,1,1,40,53,999,23.552952,90.652895
10684,BAN,3,,4,1,2,2,1,1,1,0,0.363636364,0,1,,,0,0,998,4,,23.479338,90.300637
10685,BAN,3,,5,1,2,2,1,1,1,0,0.636363636,1,0,,,1,0,998,4,,23.486723,90.27438
10686,BAN,3,,1,1,1,1,1,1,1,0,0.545454545,0,1,,,1,1,88,73,1340,23.554147,90.530908
10687,BAN,3,,3,1,1,2,1,0,0,0,0.363636364,0,1,,,1,1,998,8,15,23.55381,90.534388
10688,BAN,3,,6,1,2,2,1,0,0,0,,0,1,,,1,0,,3,,23.608622,90.362512
10689,BAN,3,,4,1,2,2,1,1,1,0,0.363636364,0,1,,,0,0,,3,,23.514607,90.203967
10690,BAN,3,,5,1,2,2,1,1,1,0,0.454545455,0,0,,,1,0,1,3,,23.551035,90.319923
10691,BAN,3,,8,1,2,2,1,1,0,0,0.363636364,0,0,,,0,0,,2,,23.539312,90.26787
10692,BAN,3,,5,1,2,2,1,1,1,0,,0,1,,,1,0,,1,,23.81901,90.696918
10693,BAN,3,,6,1,2,2,1,1,1,0,,0,0,,,1,0,,2,,23.771828,90.6383
10694,BAN,3,,4,1,2,2,1,0,0,0,0.090909091,0,1,,,0,0,,4,,23.703027,90.636267
10695,BAN,3,,8,1,2,2,1,1,1,0,0.272727273,0,0,,,0,0,,2,,23.682692,90.661568
10696,BAN,3,,1,1,1,1,1,1,1,0,0.454545455,0,1,,,1,1,217,351,536,23.62603,90.508123
10697,BAN,3,,1,1,1,1,1,1,1,0,0.545454545,0,1,,,1,1,86,181,1517,23.608635,90.503083
10698,BAN,3,,3,1,1,2,1,1,1,1,0.636363636,0,0,,,1,1,0,5,27,23.608268,90.502783
10699,BAN,3,,3,1,1,2,1,1,1,0,0.636363636,1,0,,,0,0,,4,,23.663217,90.485667
10700,BAN,3,,4,1,1,2,1,1,1,0,0.454545455,0,0,,,0,0,,4,,23.640127,90.50646
10701,BAN,3,,5,1,2,2,1,0,1,0,0.181818182,0,0,,,0,0,,1,,23.591488,90.451933
10702,BAN,3,,10,4,1,2,2,1,1,0,0.545454545,0,0,,,1,1,28,120,48,23.624728,90.503667
10703,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,3,,23.816488,90.550792
10704,BAN,3,,10,4,1,2,2,1,1,0,0.636363636,1,1,,,1,1,30,85,160,23.784815,90.568768
10705,BAN,3,,2,1,2,1,1,1,1,0,0.545454545,0,1,,,1,1,29,59,382,24.107147,90.851125
10706,BAN,3,,9,3,2,2,2,,,,,,,,,,,,,,24.104213,90.852272
10707,BAN,3,,4,1,2,2,1,1,1,0,0.636363636,0,0,,,1,0,,2,,24.195012,90.68691
10708,BAN,3,,6,1,2,2,1,0,0,0,,0,0,,,0,0,,2,,24.127723,90.751482
10709,BAN,3,,8,1,2,2,1,1,1,1,0.636363636,0,0,,,0,0,,3,,24.182272,90.697067
10710,BAN,3,,1,1,1,1,1,1,1,1,0.909090909,1,1,,,1,1,85,32,169,23.929192,90.703102
10711,BAN,3,,1,1,1,1,1,1,1,1,0.818181818,1,0,,,1,1,75,109,681,23.920163,90.718392
10712,BAN,3,,3,1,1,2,1,1,0,0,0.727272727,0,0,,,1,1,0,9,121,23.920085,90.718773
10713,BAN,3,,5,1,2,2,1,0,1,0,,0,0,,,0,0,,1,,23.889855,90.803203
10714,BAN,3,,8,1,2,2,1,,0,0,,0,0,,,0,0,,2,,23.895728,90.744155
10715,BAN,3,,11,3,1,2,2,1,1,1,0.909090909,1,0,,,1,1,0,33,28,23.85743,90.67047
10716,BAN,3,,4,1,2,2,1,1,1,1,0.454545455,0,0,,,0,0,2,2,,23.95547,90.774295
10717,BAN,3,,8,1,2,2,1,1,1,0,,0,0,,,0,0,,2,,24.013672,90.956375
10718,BAN,3,,2,1,1,1,1,1,1,0,0.727272727,1,1,,,1,1,5,37,470,24.037037,90.732387
10719,BAN,3,,6,1,2,2,1,1,0,0,,0,0,,,0,0,,2,,23.970825,90.72646
10720,BAN,3,,8,1,2,2,1,1,0,0,,0,0,,,0,0,,3,,24.031098,90.716295
10721,BAN,3,,4,1,2,2,1,0,1,0,0.181818182,0,1,,,0,0,,2,,23.725458,89.559693
10722,BAN,3,,5,1,2,2,1,1,1,0,0.272727273,0,1,,,1,0,,2,,23.616857,89.506098
10723,BAN,3,,8,1,2,2,1,1,1,0,,0,1,,,0,0,,2,,23.808473,89.446588
10724,BAN,3,,6,1,2,2,1,1,1,0,,0,1,,,0,0,,1,,23.717353,89.388525
10725,BAN,3,,8,1,2,2,1,0,0,0,0.181818182,0,1,,,1,0,,2,,23.748033,89.337023
10726,BAN,3,,1,1,1,1,1,1,0,0,0.363636364,0,1,,,1,1,80,85,2051,23.749722,89.64686
10727,BAN,3,,2,1,2,1,1,1,0,0,,0,1,,,0,0,,11,,23.750073,89.485445
10728,BAN,3,,3,1,1,2,1,1,1,0,0.545454545,0,0,,,0,1,0,4,0,23.758532,89.64879
10729,BAN,3,,4,1,2,2,1,1,1,0,0.181818182,0,0,,,0,0,,2,,23.688805,89.619663
10730,BAN,3,,6,1,2,2,1,1,1,0,0.363636364,0,1,,,0,0,,2,,23.72218,89.68197
10731,BAN,3,,5,1,2,2,1,0,1,0,0.454545455,0,1,,,1,0,,2,,23.168833,90.507728
10732,BAN,3,,8,1,2,2,1,,,,,,,,,,,,,,23.20187,90.499253
10733,BAN,3,,4,1,2,2,1,1,1,0,0.545454545,0,1,,,0,0,,3,,23.291053,90.429087
10734,BAN,3,,8,1,2,2,1,0,1,0,0.363636364,0,1,,,1,0,,3,,23.226813,90.444003
10735,BAN,3,,1,1,1,1,1,1,1,0,0.727272727,1,1,,,1,1,84,95,2855,23.211433,90.348467
10736,BAN,3,,5,1,2,2,1,1,0,0,0.363636364,0,0,,,1,0,,3,,23.199793,90.295323
10737,BAN,3,,6,1,2,2,1,1,1,0,0.545454545,0,1,,,0,0,,3,,23.190445,90.326723
10738,BAN,3,,2,1,1,1,1,1,1,0,0.727272727,1,1,,,1,1,17,27,608,23.329483,90.322915
10739,BAN,3,,8,1,2,2,1,1,0,0,0.272727273,0,0,,,1,0,,3,,24.263,89.987008
10740,BAN,3,,5,1,2,2,1,1,1,1,0.363636364,0,0,,,0,1,998,2,0,24.17339,89.905617
10741,BAN,3,,6,1,2,2,1,0,1,0,,0,1,,,0,0,,2,,24.208277,89.928202
10742,BAN,3,,8,1,2,2,1,0,0,0,,0,0,,,0,0,,2,,24.093397,89.931328
10743,BAN,3,,9,3,2,2,2,1,1,0,0.636363636,0,1,,,1,1,4,8,2,24.119105,89.951228
10744,BAN,3,,2,1,2,1,1,0,1,0,0.363636364,0,1,,,1,1,50,68,533,24.484683,89.974787
10745,BAN,3,,8,1,2,2,1,1,1,0,,0,0,,,0,0,,3,,24.462702,89.984962
10746,BAN,3,,4,1,2,2,1,1,1,0,,0,1,,,0,0,,2,,24.643723,89.92462
10747,BAN,3,,6,1,2,2,1,1,0,0,,0,1,,,0,0,,2,,24.564757,89.855023
10748,BAN,3,,5,1,2,2,1,1,0,0,0.181818182,0,0,,,0,0,,3,,24.32652,89.964047
10749,BAN,3,,8,1,2,2,1,1,0,0,,0,1,,,0,0,,3,,24.376165,90.023535
10750,BAN,3,,8,1,2,2,1,0,1,0,,0,0,,,0,0,,2,,24.627355,90.000575
10751,BAN,3,,6,1,2,2,1,0,1,0,,0,1,,,0,0,,2,,0,0
10752,BAN,3,,8,1,2,2,1,1,1,1,0.545454545,0,1,,,1,0,,2,,24.040393,90.066727
10753,BAN,3,,5,1,2,2,1,0,1,1,0.545454545,1,1,,,1,0,,6,,24.048508,89.89224
10754,BAN,3,,8,1,2,2,1,0,1,0,,0,1,,,1,0,,5,,24.21219,90.137352
10755,BAN,3,,1,1,1,1,1,1,1,1,0.909090909,1,1,,,1,1,220,177,6121,24.26335,89.925252
10756,BAN,3,,3,1,1,2,1,0,1,0,0.636363636,1,0,,,1,1,2,3,56,24.245593,89.913378
10757,BAN,3,,5,1,2,2,1,1,0,1,0.727272727,0,0,,,1,0,,3,,24.280262,89.954112
10758,BAN,3,,6,1,2,2,1,1,1,1,0.454545455,0,0,,,0,0,,6,,24.221647,89.978405
10759,BAN,3,,8,1,2,2,1,1,1,1,0.727272727,1,0,,,0,0,,3,,24.192063,89.8918
10760,BAN,3,,10,4,1,2,2,1,1,1,0.909090909,1,0,,,0,1,44,52,225,24.24842,89.914
10761,BAN,4,,1,1,1,1,1,1,1,0,0.636363636,1,1,,,1,1,100,83,1519,22.66724,89.789187
10762,BAN,4,,3,1,1,2,1,1,1,0,0.636363636,1,0,,,1,1,0,3,1980,22.657817,89.79219
10763,BAN,4,,4,1,2,2,1,1,1,0,0.181818182,0,0,,,0,0,,1,,22.676677,89.813845
10764,BAN,4,,8,1,2,2,1,,1,1,,0,1,,,1,0,,4,,22.695267,89.759465
10765,BAN,4,,2,1,1,1,1,1,1,1,0.818181818,1,1,,,1,1,39,45,878,22.777725,89.701083
10766,BAN,4,,4,1,2,2,1,1,1,1,0.727272727,0,1,,,1,1,0,2,0,22.738113,89.714
10767,BAN,4,,8,1,2,2,1,0,1,1,,1,0,,,0,0,,3,,22.754933,89.732825
10768,BAN,4,,4,1,2,2,1,0,1,1,0.454545455,0,0,,,0,0,,5,,22.84706,89.758028
10769,BAN,4,,8,1,2,2,1,1,1,1,,0,0,,,0,0,,2,,0,0
10770,BAN,4,,2,1,1,1,1,1,1,1,0.909090909,1,1,,,1,1,21,41,1486,22.456028,89.864927
10771,BAN,4,,4,1,2,2,1,0,1,1,0.545454545,0,1,,,0,0,,2,,22.446192,89.854847
10772,BAN,4,,8,1,2,2,1,0,1,1,0.545454545,1,0,,,0,0,,3,,22.370243,89.85651
10773,BAN,4,,4,1,2,2,1,1,0,0,,0,1,,,0,0,,1,,22.522218,89.653548
10774,BAN,4,,8,1,2,2,1,0,1,1,0.727272727,1,1,,,0,0,,2,,22.614148,89.617697
10775,BAN,4,,2,1,2,1,1,1,1,1,0.727272727,1,1,,,1,1,25,41,715,23.78868,88.903033
10776,BAN,4,,5,1,2,2,1,1,1,1,0.818181818,1,0,,,1,0,,2,,23.707238,88.984473
10777,BAN,4,,8,1,2,2,1,1,1,0,0.545454545,1,1,,,1,0,,3,,23.762107,88.815898
