facil,country,region,zone,region_code,region_name,latnum,longnum,factype,mga,ftype,factype2,ownership,water_source,soapwater,st_precautions,tbservice,hivcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,cumulative_cases,cumulative_deaths
30902,HAI,1,,1,Ouest,18.5424,-72.475473,6,4,1,2,2,f,t,f,f,f,t,f,f,,6,,8860,230
30903,HAI,1,,1,Ouest,18.544683,-72.517422,6,3,1,2,2,,,,,,,,,,,,8860,230
30904,HAI,1,,1,Ouest,0,0,5,3,2,2,2,t,t,f,f,f,t,t,t,5,5,52,8860,230
30905,HAI,1,,1,Ouest,18.49316,-72.341098,6,2,2,2,2,,t,f,f,t,t,t,f,,5,,8860,230
30906,HAI,1,,1,Ouest,18.49932,-72.317885,3,3,1,1,2,,t,f,f,f,t,f,t,4,10,9,8860,230
30907,HAI,1,,1,Ouest,18.50624,-72.278848,5,4,1,2,2,t,f,f,t,f,t,t,f,,5,,8860,230
30908,HAI,1,,1,Ouest,18.523418,-72.317452,6,2,1,2,2,t,t,f,f,f,f,t,f,,8,,8860,230
30909,HAI,1,,1,Ouest,18.528013,-72.347732,6,2,1,2,2,,t,t,t,f,t,f,f,4,14,,8860,230
30910,HAI,1,,1,Ouest,18.534303,-72.350797,6,3,1,2,2,t,t,t,f,f,t,f,f,1,11,,8860,230
30911,HAI,1,,1,Ouest,18.53087,-72.361763,6,3,1,2,2,t,t,f,t,f,t,f,f,,5,,8860,230
30912,HAI,1,,1,Ouest,18.523845,-72.369623,5,3,1,2,2,t,t,f,t,f,f,f,f,3,8,,8860,230
30913,HAI,1,,1,Ouest,18.554033,-72.336848,6,2,1,2,2,,t,f,f,f,t,f,f,,6,,8860,230
30914,HAI,1,,1,Ouest,18.545088,-72.328565,6,2,1,2,2,,t,f,f,f,t,f,f,,14,,8860,230
30915,HAI,1,,1,Ouest,18.544723,-72.334778,3,3,1,1,2,t,t,t,f,f,t,f,t,16,33,46,8860,230
30916,HAI,1,,1,Ouest,18.532815,-72.321862,6,2,1,2,2,,f,f,t,f,f,f,f,,13,,8860,230
30917,HAI,1,,1,Ouest,18.527923,-72.340573,6,3,1,2,2,t,f,f,f,f,f,f,f,,9,,8860,230
30918,HAI,1,,1,Ouest,18.536888,-72.330808,6,3,1,2,2,,,,,,,,,,,,8860,230
30919,HAI,1,,1,Ouest,18.544063,-72.314985,6,3,1,2,2,,t,f,t,t,f,t,f,3,9,,8860,230
30920,HAI,1,,1,Ouest,18.536085,-72.3372,5,3,1,2,2,,f,f,t,t,f,t,t,8,12,3,8860,230
30921,HAI,1,,1,Ouest,18.543325,-72.315642,6,4,1,2,2,t,t,f,t,t,t,f,f,,10,,8860,230
30922,HAI,1,,1,Ouest,18.532803,-72.352913,5,2,1,2,2,,t,f,t,t,t,f,t,5,40,9998,8860,230
30923,HAI,1,,1,Ouest,18.581498,-72.270073,5,2,1,2,2,t,t,f,f,f,t,f,t,8,12,4,8860,230
30924,HAI,1,,1,Ouest,18.583122,-72.272728,6,2,1,2,2,t,t,f,f,f,t,f,f,,5,,8860,230
30925,HAI,1,,1,Ouest,18.565975,-72.255633,6,2,1,2,2,f,t,f,f,f,t,f,f,,4,,8860,230
30926,HAI,1,,1,Ouest,18.581185,-72.26584,5,2,1,2,2,t,t,f,t,f,t,f,f,,11,,8860,230
30927,HAI,1,,1,Ouest,18.580485,-72.266162,6,4,1,2,2,f,t,f,f,f,t,f,f,,5,,8860,230
30928,HAI,1,,1,Ouest,18.577852,-72.2722,5,3,1,2,2,t,t,f,f,f,t,t,t,6,23,9998,8860,230
30929,HAI,1,,1,Ouest,18.579105,-72.252863,5,3,1,2,2,t,f,f,f,f,t,t,t,5,10,0,8860,230
30930,HAI,1,,1,Ouest,18.580263,-72.257117,6,4,1,2,2,t,t,f,f,f,t,f,f,,6,,8860,230
30931,HAI,1,,1,Ouest,18.594727,-72.284405,5,3,1,2,2,t,t,f,f,f,f,f,f,,7,,8860,230
30932,HAI,1,,1,Ouest,18.582013,-72.271875,4,2,1,1,2,t,t,f,t,f,t,f,t,14,7,6,8860,230
30933,HAI,1,,1,Ouest,18.534162,-72.246162,6,3,1,2,2,t,t,f,f,t,t,f,f,,2,,8860,230
30934,HAI,4,,4,Nord-Est,19.547115,-71.734308,6,3,1,2,2,t,t,f,f,f,t,f,t,2,4,4,8860,230
30935,HAI,5,,5,Artibonite,19.203533,-72.59659,6,3,2,2,2,t,f,f,f,f,t,f,f,1,10,,8860,230
30936,HAI,5,,5,Artibonite,18.96167,-72.719112,4,3,2,1,2,t,t,f,t,f,t,t,f,1,7,,8860,230
30937,HAI,5,,5,Artibonite,19.007165,-72.558643,6,3,2,2,2,f,f,t,f,f,t,t,f,,2,,8860,230
30938,HAI,5,,5,Artibonite,19.015707,-72.459553,7,4,2,2,2,f,t,t,t,f,t,f,f,1,19,,8860,230
30939,HAI,5,,5,Artibonite,19.106035,-72.694258,6,2,1,2,2,f,t,t,t,t,t,t,f,,11,,8860,230
30940,HAI,6,,6,Centre,18.745122,-71.823413,7,4,2,2,2,t,t,f,f,f,f,f,f,2,3,,8860,230
30941,HAI,6,,6,Centre,18.919692,-72.086492,6,2,2,2,2,t,t,f,f,f,t,f,f,1,4,,8860,230
30942,HAI,6,,6,Centre,18.829378,-72.10489,6,4,1,2,2,f,f,f,f,f,t,f,f,2,8,,8860,230
30943,HAI,6,,6,Centre,19.142128,-72.009423,6,2,1,2,2,t,t,f,f,f,t,f,f,3,7,,8860,230
30944,HAI,6,,6,Centre,18.833982,-71.931645,4,2,1,1,2,f,t,f,f,f,t,f,t,29,12,6,8860,230
30945,HAI,6,,6,Centre,18.868495,-71.76,6,3,2,2,2,t,t,f,t,f,t,t,f,6,11,,8860,230
30946,HAI,3,,3,Nord,19.34501,-72.020555,5,2,2,2,2,t,f,f,t,f,t,f,f,,2,,8860,230
30947,HAI,3,,3,Nord,19.730727,-72.225865,6,3,1,2,2,t,t,f,t,f,t,f,f,,8,,8860,230
30948,HAI,3,,3,Nord,19.74191,-72.219358,6,3,1,2,2,f,f,f,f,f,f,f,f,,4,,8860,230
30949,HAI,3,,3,Nord,19.763382,-72.205795,3,4,1,1,2,t,t,f,f,f,f,t,t,6,39,0,8860,230
30950,HAI,3,,3,Nord,19.74,-72.217293,6,2,2,2,2,t,t,f,f,f,t,t,f,,5,,8860,230
30951,HAI,3,,3,Nord,19.74434,-72.215888,5,4,1,2,2,t,t,f,t,f,t,f,f,,4,,8860,230
30952,HAI,3,,3,Nord,19.745482,-72.208652,5,3,1,2,2,t,t,f,f,f,t,f,t,5,10,25,8860,230
30953,HAI,3,,3,Nord,19.69115,-72.18034,6,3,2,2,2,t,t,f,t,f,t,f,f,,2,,8860,230
30954,HAI,3,,3,Nord,19.552798,-72.162915,6,3,2,2,2,t,f,f,t,f,t,f,f,,14,,8860,230
30955,HAI,3,,3,Nord,19.72716,-72.184743,6,3,1,2,2,t,f,f,f,f,f,f,f,,5,,8860,230
30956,HAI,3,,3,Nord,19.677297,-72.272292,5,3,2,2,2,t,t,f,f,f,t,f,f,6,9,,8860,230
30957,HAI,3,,3,Nord,19.68123,-72.279993,3,4,2,1,2,t,t,t,t,f,t,t,t,54,54,31,8860,230
30958,HAI,3,,3,Nord,19.597567,-72.469055,5,4,2,2,2,f,t,t,t,f,t,t,t,6,19,25,8860,230
30959,HAI,3,,3,Nord,19.582038,-72.473925,6,2,2,2,2,t,f,f,f,f,t,f,t,8,10,15,8860,230
30960,HAI,3,,3,Nord,19.723867,-72.283875,4,2,2,1,2,t,t,t,t,f,t,f,t,12,23,55,8860,230
30961,HAI,3,,3,Nord,19.717573,-72.179752,6,2,2,2,2,f,t,t,f,f,t,t,f,,6,,8860,230
30962,HAI,3,,3,Nord,19.709535,-72.157438,6,3,2,2,2,t,t,f,t,f,t,t,f,,9,,8860,230
30963,HAI,3,,3,Nord,19.708592,-72.264167,4,3,1,1,2,t,t,f,t,f,t,t,t,23,24,26,8860,230
30964,HAI,3,,3,Nord,19.763222,-72.204128,4,3,1,1,2,t,t,t,t,f,t,f,t,4,30,19,8860,230
30965,HAI,3,,3,Nord,19.732412,-72.227007,6,4,1,2,2,t,t,f,t,f,t,f,f,,3,,8860,230
30966,HAI,3,,3,Nord,19.704815,-72.288305,6,4,2,2,2,f,t,f,t,f,t,f,f,,4,,8860,230
30967,HAI,9,,9,Nord-Ouest,19.934005,-72.721358,6,3,1,2,2,,,,,,,,,,,,8860,230
30968,HAI,9,,9,Nord-Ouest,19.920117,-72.680738,5,3,2,2,2,f,t,f,t,f,t,t,f,2,5,,8860,230
30969,HAI,9,,9,Nord-Ouest,19.672803,-73.320033,7,1,2,2,1,f,t,f,t,f,t,f,f,,17,,8860,230
30970,HAI,9,,9,Nord-Ouest,19.803943,-73.379608,7,2,1,2,2,t,t,f,f,f,f,f,f,,3,,8860,230
30971,HAI,9,,9,Nord-Ouest,20.025787,-72.756453,6,3,2,2,2,f,t,f,f,f,t,f,f,3,6,,8860,230
30972,HAI,8,,8,Grand-Anse,18.435492,-73.90503,5,3,2,2,2,t,t,f,t,f,t,f,t,6,5,71,8860,230
30973,HAI,10,,10,Nippes,18.395237,-73.224017,7,4,2,2,2,f,t,f,t,f,t,f,f,,2,,8860,230
30974,HAI,8,,8,Grand-Anse,18.545437,-74.111183,7,4,2,2,2,f,t,f,t,f,f,f,f,,8,,8860,230
30975,HAI,8,,8,Grand-Anse,18.56284,-74.252617,6,2,2,2,2,f,t,t,t,f,t,t,f,,3,,8860,230
30976,HAI,10,,10,Nippes,18.359877,-73.238252,6,3,1,2,2,f,f,f,t,f,t,f,f,,6,,8860,230
30977,HAI,10,,10,Nippes,18.372368,-73.523453,6,3,2,2,2,t,t,f,t,f,t,f,f,,4,,8860,230
30978,HAI,10,,10,Nippes,0,0,6,3,2,2,2,f,t,f,t,f,f,f,f,,4,,8860,230
30979,HAI,8,,8,Grand-Anse,18.563427,-74.154895,6,2,2,2,2,t,t,f,f,f,f,f,f,,4,,8860,230
30980,HAI,6,,6,Centre,18.866982,-71.767725,6,3,1,2,2,t,f,f,f,f,t,f,t,4,9,5,8860,230
30981,HAI,7,,7,Sud,18.392407,-73.614043,6,2,2,2,2,f,t,f,t,t,t,t,f,,20,,8860,230
30982,HAI,7,,7,Sud,18.312712,-73.65652,6,3,2,2,2,t,t,f,t,f,t,t,f,,13,,8860,230
30983,HAI,7,,7,Sud,18.299732,-73.65344,6,3,1,2,2,f,t,f,t,f,t,f,f,,2,,8860,230
30984,HAI,7,,7,Sud,18.298262,-73.653387,6,3,1,2,2,,,,,,,,,,,,8860,230
30985,HAI,7,,7,Sud,18.280448,-73.398618,6,3,1,2,2,t,t,f,t,f,t,f,f,,3,,8860,230
30986,HAI,7,,7,Sud,18.311203,-73.192932,7,4,2,2,2,f,t,t,t,f,t,f,f,,3,,8860,230
30987,HAI,2,,2,Sud-Est,18.231017,-71.912177,6,2,2,2,2,f,t,f,f,f,t,t,f,3,6,,8860,230
30988,HAI,2,,2,Sud-Est,18.290182,-72.014713,6,2,2,2,2,f,t,f,f,f,f,f,f,,7,,8860,230
30989,HAI,2,,2,Sud-Est,18.174473,-72.97568,4,4,2,1,2,f,t,f,t,t,t,t,t,20,45,79,8860,230
30990,HAI,2,,2,Sud-Est,18.249917,-72.306058,7,1,2,2,1,f,t,t,t,f,t,t,f,3,7,,8860,230
30991,HAI,2,,2,Sud-Est,18.27755,-72.454647,7,2,2,2,2,t,t,f,f,f,t,f,f,,3,,8860,230
30992,HAI,3,,3,Nord,19.721107,-72.234608,6,3,1,2,2,t,t,f,f,f,t,t,f,1,10,,8860,230
30993,HAI,7,,7,Sud,18.276635,-73.12401,7,4,1,2,2,t,t,f,f,f,t,f,f,,6,,8860,230
30994,HAI,2,,2,Sud-Est,18.268612,-72.449262,5,2,2,2,2,t,t,f,f,f,t,f,t,7,4,6,8860,230
30995,HAI,1,,1,Ouest,18.460537,-72.635625,6,3,2,2,2,t,f,f,f,f,t,f,f,,5,,8860,230
30996,HAI,3,,3,Nord,19.654338,-72.142813,6,2,2,2,2,t,t,f,f,f,f,f,f,,2,,8860,230
30997,HAI,3,,3,Nord,19.729578,-72.222925,6,2,2,2,2,t,t,f,f,f,t,f,f,,6,,8860,230
30998,HAI,8,,8,Grand-Anse,18.610225,-74.136242,6,4,2,2,2,f,f,f,f,f,f,f,f,,2,,8860,230
30999,HAI,7,,7,Sud,18.227075,-73.75408,4,3,1,1,2,t,t,f,t,f,t,f,t,15,31,22,8860,230
31000,HAI,7,,7,Sud,18.290337,-73.782845,7,2,2,2,2,t,t,f,f,f,t,f,f,,6,,8860,230
31001,HAI,1,,1,Ouest,18.431975,-72.86836,6,3,1,2,2,t,t,f,t,f,t,f,f,4,10,,8860,230
31002,HAI,1,,1,Ouest,18.566825,-72.151235,6,1,1,2,1,t,t,f,t,f,f,f,f,1,4,,8860,230
31003,HAI,8,,8,Grand-Anse,18.567355,-73.888813,7,2,1,2,2,t,t,t,t,f,t,t,f,1,5,,8860,230
31004,HAI,8,,8,Grand-Anse,18.530667,-73.848473,6,1,2,2,1,f,f,f,t,f,f,f,f,2,1,,8860,230
31005,HAI,1,,1,Ouest,0,0,4,2,2,1,2,t,f,t,t,f,f,t,f,,2,,8860,230
31006,HAI,7,,7,Sud,18.18393,-73.84099,6,4,1,2,2,t,t,f,t,f,t,t,f,3,8,,8860,230
31007,HAI,1,,1,Ouest,18.580707,-72.229852,6,2,2,2,2,t,f,f,t,t,t,t,f,,13,,8860,230
31008,HAI,1,,1,Ouest,18.417653,-72.881083,6,3,2,2,2,t,f,f,t,f,t,t,f,,19,,8860,230
31009,HAI,7,,7,Sud,18.301902,-73.655242,6,4,1,2,2,t,t,f,t,f,f,t,f,,8,,8860,230
31010,HAI,10,,10,Nippes,18.372668,-73.52677,7,2,2,2,2,t,t,f,t,f,t,t,f,,8,,8860,230
31011,HAI,10,,10,Nippes,18.482862,-73.289132,6,4,2,2,2,f,t,f,t,f,t,t,f,,5,,8860,230
31012,HAI,5,,5,Artibonite,19.066717,-72.615255,5,3,2,2,2,t,t,f,f,f,t,f,f,5,8,,8860,230
31013,HAI,2,,2,Sud-Est,18.232178,-72.789785,6,3,2,2,2,t,t,f,f,f,f,f,f,,2,,8860,230
31014,HAI,2,,2,Sud-Est,18.241945,-72.790852,7,3,2,2,2,f,t,t,f,f,t,f,f,,2,,8860,230
31015,HAI,2,,2,Sud-Est,0,0,7,2,2,2,2,f,t,t,f,f,t,t,f,,1,,8860,230
31016,HAI,7,,7,Sud,18.26912,-73.775945,6,4,2,2,2,t,t,t,f,f,t,t,f,,7,,8860,230
31017,HAI,3,,3,Nord,19.81264,-72.381902,6,3,1,2,2,t,f,t,t,f,t,f,f,3,7,,8860,230
31018,HAI,1,,1,Ouest,18.527965,-72.134243,6,4,2,2,2,,t,f,f,f,t,f,f,,2,,8860,230
31019,HAI,3,,3,Nord,19.732223,-72.183967,6,3,1,2,2,f,t,f,t,t,t,f,f,,5,,8860,230
31020,HAI,7,,7,Sud,18.272583,-73.707115,7,3,1,2,2,f,t,f,t,t,t,f,f,,4,,8860,230
31021,HAI,7,,7,Sud,18.262188,-73.735418,7,1,2,2,1,t,t,f,t,f,t,f,f,,2,,8860,230
31022,HAI,5,,5,Artibonite,19.761792,-72.671342,7,2,2,2,2,t,t,f,f,f,t,t,f,,4,,8860,230
31023,HAI,1,,1,Ouest,18.549738,-72.295635,6,4,1,2,2,t,t,f,f,f,t,t,f,,3,,8860,230
31024,HAI,9,,9,Nord-Ouest,19.906158,-72.795428,6,4,2,2,2,t,t,f,t,f,f,f,f,,3,,8860,230
31025,HAI,7,,7,Sud,18.22868,-73.804253,6,2,2,2,2,f,t,f,t,f,t,f,f,,8,,8860,230
31026,HAI,1,,1,Ouest,18.542058,-72.343248,6,4,1,2,2,t,t,f,t,t,t,f,f,,5,,8860,230
31027,HAI,4,,4,Nord-Est,19.692828,-72.016952,7,1,2,2,1,t,t,f,t,f,t,f,f,1,11,,8860,230
31028,HAI,2,,2,Sud-Est,18.238377,-72.504553,6,2,2,2,2,t,t,t,f,f,t,f,f,,6,,8860,230
31029,HAI,1,,1,Ouest,18.443573,-72.63551,6,2,2,2,2,t,f,f,f,f,t,f,f,,6,,8860,230
31030,HAI,2,,2,Sud-Est,18.24815,-72.53553,7,2,2,2,2,t,t,t,f,f,t,f,f,,2,,8860,230
31031,HAI,1,,1,Ouest,18.839828,-72.520555,6,3,2,2,2,t,t,f,t,f,t,f,f,,6,,8860,230
31032,HAI,6,,6,Centre,18.753397,-72.147913,6,3,2,2,2,t,t,f,t,f,t,f,f,,5,,8860,230
31033,HAI,2,,2,Sud-Est,18.256012,-72.610743,5,3,2,2,2,t,t,f,t,f,t,f,f,3,14,,8860,230
30001,HAI,1,,1,Ouest,18.52375,-72.34879,7,3,1,2,2,f,t,t,f,f,t,t,f,,5,,8860,230
30002,HAI,1,,1,Ouest,18.537565,-72.341092,3,1,1,1,1,f,f,f,f,f,t,f,t,25,18,10,8860,230
30003,HAI,1,,1,Ouest,18.538413,-72.343897,6,3,1,2,2,t,t,f,t,t,t,t,t,201,141,215,8860,230
30004,HAI,1,,1,Ouest,18.533722,-72.324288,5,3,1,2,2,t,f,f,f,f,t,f,f,7,13,,8860,230
30005,HAI,1,,1,Ouest,18.534978,-72.324148,6,2,1,2,2,t,t,t,f,f,t,t,f,,10,,8860,230
30006,HAI,1,,1,Ouest,18.546545,-72.322793,6,4,1,2,2,,t,t,t,f,t,f,f,2,8,,8860,230
30007,HAI,1,,1,Ouest,18.535563,-72.333608,5,2,1,2,2,,t,f,f,f,t,t,t,5,5,7,8860,230
30008,HAI,1,,1,Ouest,18.52479,-72.334912,6,3,1,2,2,t,f,f,f,f,t,f,f,,6,,8860,230
30009,HAI,1,,1,Ouest,18.525698,-72.332257,6,3,1,2,2,,f,f,f,f,f,f,f,,5,,8860,230
30010,HAI,1,,1,Ouest,18.52577,-72.331512,6,3,1,2,2,f,t,f,f,f,t,f,f,,2,,8860,230
30011,HAI,1,,1,Ouest,18.542773,-72.318362,7,3,1,2,2,t,f,f,f,f,t,f,f,3,10,,8860,230
30012,HAI,1,,1,Ouest,18.561737,-72.342682,6,3,1,2,2,f,t,f,f,f,t,f,f,,5,,8860,230
30013,HAI,1,,1,Ouest,18.538303,-72.321533,4,3,1,1,2,t,t,f,t,f,f,f,t,7,17,3,8860,230
30014,HAI,1,,1,Ouest,18.534967,-72.350113,6,3,1,2,2,,f,f,f,f,t,t,f,,12,,8860,230
30015,HAI,1,,1,Ouest,18.533293,-72.329143,4,3,1,1,2,,t,f,t,f,t,t,t,24,57,80,8860,230
30016,HAI,1,,1,Ouest,18.521602,-72.338195,6,2,1,2,2,t,f,f,f,f,t,f,t,12,9,4,8860,230
30017,HAI,1,,1,Ouest,18.54009,-72.339297,1,1,1,1,1,f,f,f,t,t,t,t,t,652,381,7007,8860,230
30018,HAI,1,,1,Ouest,18.533775,-72.316865,4,3,1,1,2,t,t,t,f,f,t,f,t,30,97,259,8860,230
30019,HAI,1,,1,Ouest,18.53565,-72.346875,6,1,1,2,1,f,t,f,t,t,t,t,f,,40,,8860,230
30020,HAI,1,,1,Ouest,18.54837,-72.324112,6,4,1,2,2,t,f,f,t,f,f,f,f,,4,,8860,230
30021,HAI,1,,1,Ouest,18.53757,-72.345003,4,3,1,1,2,t,t,f,f,f,t,t,t,40,104,30,8860,230
30022,HAI,1,,1,Ouest,18.526728,-72.344002,4,1,1,1,1,f,f,f,t,t,t,t,t,60,63,25,8860,230
30023,HAI,1,,1,Ouest,18.535137,-72.327713,4,2,1,1,2,t,f,f,t,f,t,f,t,30,40,19,8860,230
30024,HAI,1,,1,Ouest,18.548663,-72.339503,6,1,1,2,1,,f,f,f,f,t,t,f,,4,,8860,230
30025,HAI,1,,1,Ouest,18.528762,-72.34741,6,2,1,2,2,f,t,t,f,f,t,f,f,,12,,8860,230
30026,HAI,1,,1,Ouest,18.52459,-72.340167,6,3,1,2,2,,t,f,f,f,t,f,f,,15,,8860,230
30027,HAI,1,,1,Ouest,18.531105,-72.33722,6,2,1,2,2,,,,,,,,,,,,8860,230
30028,HAI,1,,1,Ouest,18.537202,-72.349835,6,4,1,2,2,t,t,f,t,t,t,t,t,30,57,0,8860,230
30029,HAI,1,,1,Ouest,18.531362,-72.336365,4,3,1,1,2,t,f,f,f,f,t,f,t,24,27,20,8860,230
30030,HAI,1,,1,Ouest,18.541383,-72.333335,4,3,1,1,2,f,t,f,f,f,t,f,t,13,35,9998,8860,230
30031,HAI,1,,1,Ouest,18.544785,-72.33488,6,3,1,2,2,,t,t,f,t,t,t,f,,7,,8860,230
30032,HAI,1,,1,Ouest,18.537562,-72.318818,4,3,1,1,2,f,f,f,f,f,t,t,t,10,18,62,8860,230
30033,HAI,1,,1,Ouest,18.525022,-72.318622,6,4,1,2,2,t,f,f,f,f,t,f,f,,5,,8860,230
30034,HAI,1,,1,Ouest,18.54329,-72.32161,6,4,1,2,2,,t,f,t,t,t,t,f,,31,,8860,230
30035,HAI,1,,1,Ouest,18.530543,-72.336978,4,3,1,1,2,t,t,f,f,f,t,t,t,9,46,42,8860,230
30036,HAI,1,,1,Ouest,18.535775,-72.325045,4,2,1,1,2,f,t,f,t,f,t,f,t,25,21,0,8860,230
30037,HAI,1,,1,Ouest,18.544878,-72.331732,6,3,1,2,2,,t,f,f,f,f,f,f,,10,,8860,230
30038,HAI,1,,1,Ouest,18.551793,-72.336827,6,1,1,2,1,f,t,f,t,t,t,f,f,,51,,8860,230
30039,HAI,1,,1,Ouest,18.527363,-72.352445,6,4,1,2,2,f,t,f,f,f,t,f,f,,14,,8860,230
30040,HAI,1,,1,Ouest,18.535522,-72.357493,5,3,1,2,2,t,t,f,f,f,t,f,f,,5,,8860,230
30041,HAI,1,,1,Ouest,18.506688,-72.361992,6,4,2,2,2,f,t,f,f,f,t,f,f,2,2,,8860,230
30042,HAI,1,,1,Ouest,18.536513,-72.35433,6,3,1,2,2,f,f,f,t,f,f,f,f,3,13,,8860,230
30043,HAI,1,,1,Ouest,18.530603,-72.366825,6,3,1,2,2,t,t,f,t,t,t,f,f,,15,,8860,230
30044,HAI,1,,1,Ouest,18.531453,-72.36256,4,3,1,1,2,t,t,f,f,f,t,t,t,8,9,16,8860,230
30045,HAI,1,,1,Ouest,18.53193,-72.360943,4,2,1,1,2,t,t,f,f,f,t,t,f,13,107,,8860,230
30046,HAI,1,,1,Ouest,18.529735,-72.368417,6,2,1,2,2,f,f,f,f,f,t,f,f,,13,,8860,230
30047,HAI,1,,1,Ouest,18.521912,-72.3711,6,2,1,2,2,t,t,f,f,f,t,f,f,1,11,,8860,230
30048,HAI,1,,1,Ouest,18.541938,-72.32002,6,3,1,2,2,f,t,f,t,f,t,f,f,,3,,8860,230
30049,HAI,1,,1,Ouest,18.57252,-72.32856,6,1,1,2,1,f,f,f,t,t,t,f,f,,42,,8860,230
30050,HAI,1,,1,Ouest,18.57776,-72.337673,5,2,1,2,2,t,t,t,f,t,f,f,f,,19,,8860,230
30051,HAI,1,,1,Ouest,18.580575,-72.328998,6,2,1,2,2,,t,f,f,f,t,t,f,4,23,,8860,230
30052,HAI,1,,1,Ouest,18.591298,-72.320022,4,2,1,1,2,t,t,t,f,t,t,t,t,40,119,48,8860,230
30053,HAI,1,,1,Ouest,18.565575,-72.349813,6,2,1,2,2,,f,t,t,f,t,f,f,2,10,,8860,230
30054,HAI,1,,1,Ouest,18.583463,-72.338317,4,2,1,1,2,t,t,f,f,f,t,f,f,,7,,8860,230
30055,HAI,1,,1,Ouest,18.57772,-72.336815,4,1,1,1,1,,t,f,f,t,t,f,t,97,55,44,8860,230
30056,HAI,1,,1,Ouest,18.59568,-72.315398,6,3,1,2,2,t,t,f,f,f,t,t,f,,6,,8860,230
30057,HAI,1,,1,Ouest,18.585762,-72.311733,5,3,1,2,2,f,t,f,f,f,t,f,f,,10,,8860,230
30058,HAI,1,,1,Ouest,18.594975,-72.311903,5,2,1,2,2,t,t,f,t,f,t,f,f,,10,,8860,230
30059,HAI,1,,1,Ouest,18.566455,-72.350657,6,1,1,2,1,,t,f,f,f,t,f,f,,5,,8860,230
30060,HAI,1,,1,Ouest,18.547438,-72.312778,5,3,1,2,2,,f,f,f,f,t,f,f,,16,,8860,230
30061,HAI,1,,1,Ouest,18.556662,-72.30723,4,3,1,1,2,t,t,f,f,f,t,f,t,16,45,35,8860,230
30062,HAI,1,,1,Ouest,18.559865,-72.302248,4,4,1,1,2,t,t,f,t,t,t,f,t,15,76,10,8860,230
30063,HAI,1,,1,Ouest,18.564012,-72.335812,1,1,1,1,1,f,f,f,t,t,t,t,t,75,139,0,8860,230
30064,HAI,1,,1,Ouest,18.566417,-72.325475,4,1,1,1,1,,t,f,t,t,t,t,t,60,202,264,8860,230
30065,HAI,1,,1,Ouest,18.564792,-72.282427,6,1,1,2,1,,t,f,t,t,t,f,f,4,38,,8860,230
40484,SEN,14,4,14,Ziguinchor,12.4745,-16.3719,4,1,2,2,1,f,t,t,f,,t,f,f,2,,,15213,313
40483,SEN,14,4,14,Ziguinchor,12.55779,-16.53725,4,1,2,2,1,t,t,t,f,,f,f,f,,,,15213,313
40482,SEN,14,4,14,Ziguinchor,13.00323,-16.69663,4,1,2,2,1,f,t,t,t,,t,f,f,,,,15213,313
40481,SEN,14,4,14,Ziguinchor,12.946253,-16.458283,4,1,2,2,1,t,t,t,f,,t,f,f,,,,15213,313
40480,SEN,14,4,14,Ziguinchor,12.73101,-16.23283,4,1,2,2,1,t,t,t,t,,t,f,f,,,,15213,313
40479,SEN,14,4,14,Ziguinchor,12.90236,-15.98914,4,1,2,2,1,t,t,t,t,,t,f,f,2,,,15213,313
40478,SEN,14,4,14,Ziguinchor,12.98969,-16.24431,4,1,2,2,1,t,t,t,f,,t,f,f,,,,15213,313
40477,SEN,13,2,13,Thies,14.99879,-16.91543,4,1,2,2,1,t,t,t,t,,t,f,f,1,,,15213,313
40476,SEN,13,2,13,Thies,15.16292,-16.87468,4,1,2,2,1,f,t,t,f,,t,f,f,1,,,15213,313
40475,SEN,13,2,13,Thies,14.68005,-16.84115,4,1,2,2,1,t,t,t,f,,t,f,f,3,,,15213,313
40474,SEN,13,2,13,Thies,0,0,4,1,2,2,1,f,t,t,f,,t,t,f,1,,,15213,313
40473,SEN,13,2,13,Thies,14.6095,-17.09338,4,1,2,2,1,t,t,f,t,,t,f,f,2,,,15213,313
40472,SEN,13,2,13,Thies,15.18541,-16.50585,4,1,2,2,1,t,t,f,f,,t,f,f,1,,,15213,313
40471,SEN,13,2,13,Thies,14.50174,-16.96713,4,1,2,2,1,t,t,t,f,,t,f,f,1,,,15213,313
40470,SEN,13,2,13,Thies,14.47518,-16.99155,4,1,2,2,1,t,t,t,t,,t,f,f,3,,,15213,313
40469,SEN,13,2,13,Thies,14.76475,-16.73147,4,1,2,2,1,t,t,f,f,,t,f,f,,,,15213,313
40468,SEN,12,4,12,Tambacounda,13.62078,-13.59306,4,1,2,2,1,t,t,f,f,,t,f,f,,,,15213,313
40467,SEN,12,4,12,Tambacounda,13.39857,-13.38624,4,1,2,2,1,f,t,f,f,,f,f,f,1,,,15213,313
40466,SEN,12,4,12,Tambacounda,13.83146,-13.74186,4,1,2,2,1,t,t,t,f,,t,f,f,1,,,15213,313
40465,SEN,12,4,12,Tambacounda,14.04502,-14.3501,4,1,2,2,1,f,t,t,f,,t,f,f,,,,15213,313
40464,SEN,12,4,12,Tambacounda,14.03676,-14.56607,4,1,2,2,1,f,f,f,f,,t,f,f,,,,15213,313
40463,SEN,12,4,12,Tambacounda,0,0,4,1,2,2,1,,,,,,,,,,,,15213,313
